,id,course,enroll
4910,U_1512421,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-03-06 23:51:00
4915,U_1512421,C_course-v1:TsinghuaX+30240243X+sp,2017-04-25 17:38:00
4916,U_1512421,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-01-11 17:29:00
4918,U_1512421,C_course-v1:TsinghuaX+34000888X+sp,2017-06-06 23:10:00
4920,U_1512421,C_course-v1:TsinghuaX+34100325_X+sp,2017-01-11 18:39:00
4921,U_1512421,C_course-v1:MITx+6_00_1x+sp,2017-01-06 02:15:00
4923,U_1512421,C_course-v1:UST+UST001+sp,2017-03-08 20:44:00
4924,U_1512421,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,2017-02-27 05:14:00
4926,U_1512421,C_course-v1:Tsinghua+20150001+sp,2017-02-21 11:01:00
4928,U_1512421,C_course-v1:TsinghuaX+70167012X+sp,2017-01-11 17:36:00
4929,U_1512421,C_course-v1:TsinghuaX+00740113_2X+sp,2017-05-08 18:26:00
4941,U_1091935,C_course-v1:TsinghuaX+00740113_2X+sp,2017-02-11 09:31:00
4949,U_1091935,C_course-v1:TsinghuaX+Thesis2016X+sp,2017-05-24 22:44:00
4951,U_1091935,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-01-14 21:31:00
4966,U_639571,C_course-v1:JXUST+JXUST2016001+2016_T2,2017-02-21 12:01:00
4988,U_3037519,C_course-v1:TsinghuaX+30240184_2X+sp,2017-05-17 01:01:00
4989,U_3037519,C_course-v1:TsinghuaX+30240184+sp,2017-05-12 21:26:00
5075,U_450586,C_course-v1:MITx+6_00_1x+sp,2017-03-05 12:36:00
5185,U_7026420,C_course-v1:TsinghuaX+20120143X+sp,2017-05-18 15:02:00
5188,U_7026420,C_course-v1:BIT+PHY1701601+sp,2017-05-27 17:18:00
5189,U_7026423,C_course-v1:TsinghuaX+40050455_2X+sp,2017-05-10 19:20:00
5190,U_7026423,C_course-v1:TsinghuaX+40050455X+sp,2017-06-07 08:52:00
5267,U_6933451,C_course-v1:TsinghuaX+70150023X+sp,2017-04-17 00:15:00
5279,U_2637539,C_course-v1:TsinghuaX+30240243X+sp,2017-01-23 22:07:00
5337,U_182590,C_course-v1:TsinghuaX+20350033X+sp,2017-05-29 13:19:00
5338,U_182590,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-05-29 10:16:00
5390,U_4394976,C_course-v1:TsinghuaX+30240184+sp,2017-03-19 14:43:00
5391,U_4394976,C_course-v1:TsinghuaX+30240184_2X+sp,2017-04-05 20:50:00
5402,U_611188,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,2017-04-18 21:40:00
5415,U_4185971,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,2017-03-18 11:02:00
5416,U_4185971,C_course-v1:BIT+PHY1701701+sp,2017-01-16 11:34:00
5417,U_4185971,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-01-16 11:34:00
5451,U_7041494,C_course-v1:BIT+PHY17016+sp,2017-05-17 14:37:00
5453,U_2811963,C_course-v1:TsinghuaX+TsinghuaMandarin01+sp,2017-03-10 15:11:00
5502,U_6731917,C_course-v1:TsinghuaX+20120143X+sp,2017-04-27 21:10:00
5503,U_6731917,C_course-v1:TsinghuaX+81020142X+sp,2017-04-27 20:39:00
5504,U_6731917,C_course-v1:TsinghuaX+00740123_X+sp,2017-05-31 17:28:00
5529,U_2989243,C_course-v1:MITx+6_00_1x+sp,2017-06-02 22:01:00
5533,U_6948398,C_course-v1:TsinghuaX+30260112X+sp,2017-06-05 13:24:00
5562,U_511880,C_course-v1:TsinghuaX+30240243X+sp,2017-02-23 19:00:00
5565,U_399960,C_course-v1:TsinghuaX+20250103X+sp,2017-05-31 18:15:00
5573,U_2664574,C_course-v1:TsinghuaX+70250023X_2015_2+sp,2017-03-07 19:13:00
5574,U_2664574,C_course-v1:TsinghuaX+30240184+sp,2017-03-01 11:15:00
5637,U_6903483,C_course-v1:TsinghuaX+30240184+sp,2017-04-02 18:43:00
5638,U_6903483,C_course-v1:TsinghuaX+30240184_2X+sp,2017-04-02 18:46:00
5699,U_6634928,C_course-v1:TsinghuaX+00040132X+sp,2017-03-30 14:46:00
5701,U_6485472,C_course-v1:BIT+PHY1701702+sp,2017-01-16 14:22:00
5702,U_6485472,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-01-16 14:28:00
5710,U_6407105,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-11 16:30:00
5723,U_2904607,C_course-v1:BIT+PHY1701701+sp,2017-01-10 15:29:00
5726,U_2904607,C_course-v1:TsinghuaX+30040323X+sp,2017-02-21 20:44:00
5733,U_6935377,C_course-v1:BIT+PHY1701701+sp,2017-04-11 16:13:00
5735,U_6935377,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-04-11 16:07:00
5757,U_6847275,C_course-v1:TsinghuaX+30240184+sp,2017-05-06 18:45:00
5758,U_6847275,C_course-v1:TsinghuaX+81020142X+sp,2017-05-05 17:39:00
5764,U_6893621,C_course-v1:TsinghuaX+30240243X+sp,2017-04-10 13:55:00
5767,U_7049378,C_course-v1:MITx+6_00_1x+sp,2017-05-21 15:04:00
5794,U_627085,C_course-v1:NJU+C1026+2016_T2,2017-03-19 03:35:00
5798,U_627085,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-03-03 00:50:00
5834,U_3057725,C_course-v1:TsinghuaX+30240184+sp,2017-05-17 23:36:00
5835,U_3057725,C_course-v1:MITx+6_00_1x+sp,2017-04-28 17:44:00
5837,U_3057725,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-05-18 16:02:00
5839,U_3057725,C_course-v1:TsinghuaX+30240243X+sp,2017-04-25 08:56:00
5840,U_574804,C_course-v1:MicrosoftX+Microsoft101+sp,2017-03-01 23:23:00
5841,U_574804,C_course-v1:TsinghuaX+30240184+sp,2017-04-28 12:47:00
5926,U_4440636,C_course-v1:TsinghuaX+20440333X+sp,2017-02-17 17:38:00
5927,U_4440636,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-02-17 17:38:00
5945,U_4497449,C_course-v1:TsinghuaX+20120143X+sp,2017-04-17 19:51:00
5946,U_4497449,C_course-v1:TsinghuaX+30040323X+sp,2017-01-20 11:04:00
5956,U_6397949,C_course-v1:TsinghuaX+20430064X+sp,2017-03-26 16:21:00
5957,U_6397949,C_course-v1:TsinghuaX+00310222X+sp,2017-03-12 16:02:00
6017,U_7067716,C_course-v1:TsinghuaX+80515522X+sp,2017-06-01 12:36:00
6025,U_5097756,C_course-v1:TsinghuaX+34100325_X+sp,2017-04-26 21:41:00
6026,U_5097756,C_course-v1:TsinghuaX+30240184_2X+sp,2017-05-10 13:53:00
6028,U_5097756,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-02-03 23:44:00
6029,U_5097756,C_course-v1:TsinghuaX+60240013X+sp,2017-03-17 15:45:00
6030,U_5097756,C_course-v1:TsinghuaX+30240184+sp,2017-05-10 12:57:00
6042,U_2286243,C_course-v1:TsinghuaX+80590952X+sp,2017-04-20 22:50:00
6058,U_3828592,C_course-v1:TsinghuaX+70660542X+2015_T2,2017-03-27 18:53:00
6059,U_3828592,C_course-v1:TsinghuaX+30240184+sp,2017-03-16 14:05:00
6138,U_4786950,C_course-v1:TsinghuaX+00740113_1X+sp,2017-05-19 18:16:00
6169,U_6414892,C_course-v1:TsinghuaX+THESIS2015X+2015_T1,2017-03-05 00:00:00
6170,U_6414892,C_course-v1:TsinghuaX+20440333X+sp,2017-02-23 22:30:00
6177,U_7074685,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-06-06 16:51:00
6179,U_6949610,C_course-v1:NBCC+NBCC000201+_sp,2017-06-05 10:38:00
6221,U_1110896,C_course-v1:TsinghuaX+00680082X+sp,2017-02-20 12:00:00
6224,U_6292693,C_course-v1:TsinghuaX+20120143X+sp,2017-04-15 19:04:00
6234,U_6850362,C_course-v1:TsinghuaX+40050455X+sp,2017-03-18 12:41:00
6235,U_6850362,C_course-v1:TsinghuaX+40050455_2X+sp,2017-03-22 17:41:00
6236,U_6850362,C_course-v1:TsinghuaX+30040323X+sp,2017-03-22 17:26:00
6257,U_5441603,C_course-v1:MITx+6_00_1x+sp,2017-04-13 10:39:00
6311,U_2329188,C_course-v1:MITx+6_00_1x+sp,2017-03-20 12:29:00
6313,U_2329188,C_course-v1:TsinghuaX+30240184+sp,2017-03-20 11:04:00
6315,U_2329188,C_course-v1:TsinghuaX+00740123_X+sp,2017-02-05 08:06:00
6324,U_697724,C_course-v1:TsinghuaX+00740123_X+sp,2017-05-07 21:40:00
6348,U_6323736,C_course-v1:Tsinghuax+30130123X+sp,2017-03-03 15:13:00
6351,U_6323736,C_course-v1:TsinghuaX+30150153X+sp,2017-03-06 15:34:00
6352,U_6323736,C_course-v1:TsinghuaX+70120073X+sp,2017-03-18 16:29:00
6353,U_6323736,C_course-v1:TsinghuaX+20350033X+sp,2017-05-12 15:41:00
6380,U_6766003,C_course-v1:MITx+6_00_1x+sp,2017-04-02 21:24:00
6428,U_1132589,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-02-20 20:15:00
6465,U_6462818,C_course-v1:TsinghuaX+20120143X+sp,2017-02-11 15:59:00
6466,U_6462818,C_course-v1:TsinghuaX+00701032X+sp,2017-03-20 20:04:00
6467,U_6462818,C_course-v1:MITx+15_390_2x+sp,2017-05-25 20:58:00
6468,U_6286285,C_course-v1:UQx+Think101x+sp,2017-02-19 20:59:00
6469,U_6286285,C_course-v1:UQx+BIOIMG101x+sp,2017-01-19 21:14:00
6478,U_6550753,C_course-v1:TsinghuaX+30240243X+sp,2017-01-10 10:08:00
6479,U_6550753,C_course-v1:TsinghuaX+30240184+sp,2017-01-10 10:05:00
6496,U_6337141,C_course-v1:TsinghuaX+20440333X+sp,2017-05-06 11:41:00
6542,U_2443115,C_course-v1:TsinghuaX+30240243X+sp,2017-05-23 02:02:00
6544,U_2443115,C_course-v1:TsinghuaX+70660542X+2015_T2,2017-03-25 16:06:00
6545,U_2443115,C_course-v1:MITx+6_00_1x+sp,2017-04-23 08:47:00
6546,U_2443115,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-04-22 00:05:00
6549,U_2443115,C_course-v1:TsinghuaX+70120073X+sp,2017-05-28 23:09:00
6552,U_2443115,C_course-v1:TsinghuaX+00040132X+sp,2017-05-28 23:35:00
6553,U_2443115,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-05-28 22:35:00
6555,U_3088998,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-05-19 01:41:00
6556,U_3088998,C_course-v1:TsinghuaX+00040132X+sp,2017-05-19 02:03:00
6624,U_553072,C_course-v1:TsinghuaX+00740113_1X+sp,2017-05-24 19:40:00
6626,U_553072,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-05-24 19:59:00
6629,U_614757,C_course-v1:TsinghuaX+64100033X+SP,2017-05-06 22:35:00
6656,U_6540251,C_course-v1:TsinghuaX+TsinghuaMandarin01+sp,2017-03-17 21:12:00
6659,U_6687763,C_course-v1:TsinghuaX+00040132X+sp,2017-02-20 15:05:00
6665,U_6096768,C_course-v1:ZUELX+B0800280+sp,2017-01-31 14:53:00
6669,U_710502,C_course-v1:TsinghuaX+40050455_2X+sp,2017-01-21 00:19:00
6670,U_710502,C_course-v1:TsinghuaX+40050455X+sp,2017-01-21 00:19:00
6671,U_7050785,C_course-v1:TsinghuaX+00701032X+sp,2017-05-22 08:39:00
6679,U_6712072,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-02-25 15:03:00
6698,U_6907308,C_course-v1:TsinghuaX+00690212X+sp,2017-04-12 17:15:00
6699,U_6907308,C_course-v1:TsinghuaX+30150153X+sp,2017-04-07 15:53:00
6700,U_6907308,C_course-v1:TsinghuaX+80150193X+sp,2017-04-13 09:24:00
6701,U_6907308,C_course-v1:TsinghuaX+01030132X+sp,2017-04-23 09:23:00
6702,U_6907308,C_course-v1:TsinghuaX+20120143X+sp,2017-04-05 12:33:00
6745,U_2790079,C_course-v1:MITx+6_00_1x+sp,2017-02-13 20:02:00
6848,U_6909230,C_course-v1:MITx+6_00_1x+sp,2017-05-20 17:19:00
6849,U_6909230,C_course-v1:TsinghuaX+20350033X+sp,2017-05-02 21:22:00
6878,U_74833,C_course-v1:MITx+15_390_2x+sp,2017-05-24 22:48:00
6929,U_6546270,C_course-v1:TsinghuaX+60240013X+sp,2017-02-14 17:44:00
6950,U_3718138,C_course-v1:TsinghuaX+20430064X+sp,2017-04-07 17:03:00
6983,U_7076379,C_course-v1:TsinghuaX+00690092X+sp,2017-06-04 17:46:00
6984,U_7076379,C_course-v1:MITx+6_00_1x+sp,2017-06-04 21:10:00
7015,U_6318143,C_course-v1:TsinghuaX+00690212X+sp,2017-01-31 23:41:00
7122,U_6113946,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-02-17 10:52:00
7132,U_6555329,C_course-v1:UQx+Think101x+sp,2017-01-11 14:31:00
7134,U_6087030,C_course-v1:TsinghuaX+30240243X+sp,2017-03-01 20:19:00
7135,U_6087030,C_course-v1:MITx+6_00_1x+sp,2017-03-03 21:03:00
7160,U_267623,C_course-v1:TsinghuaX+70120073X+sp,2017-03-03 20:24:00
7178,U_644916,C_course-v1:TsinghuaX+30240184+sp,2017-04-11 09:33:00
7179,U_644916,C_course-v1:MITx+6_00_1x+sp,2017-03-28 18:09:00
7189,U_6077119,C_course-v1:TsinghuaX+00690212X+sp,2017-02-21 13:06:00
7196,U_6584785,C_course-v1:TsinghuaX+00690212X+sp,2017-01-18 18:35:00
7197,U_6584785,C_course-v1:UQx+Crime101x+sp,2017-01-18 18:31:00
7198,U_6584784,C_course-v1:UQx+Crime101x+sp,2017-01-18 18:31:00
7199,U_6584784,C_course-v1:TsinghuaX+00690212X+sp,2017-01-18 18:35:00
7200,U_6584782,C_course-v1:UQx+Crime101x+sp,2017-01-18 18:31:00
7201,U_6584782,C_course-v1:TsinghuaX+00690212X+sp,2017-01-18 18:35:00
7202,U_6584781,C_course-v1:UQx+Crime101x+sp,2017-01-18 18:31:00
7203,U_6584781,C_course-v1:TsinghuaX+00690212X+sp,2017-01-18 18:35:00
7204,U_6584780,C_course-v1:TsinghuaX+00690212X+sp,2017-01-18 18:35:00
7205,U_6584780,C_course-v1:UQx+Crime101x+sp,2017-01-18 18:31:00
7207,U_6869726,C_course-v1:TsinghuaX+30240184+sp,2017-03-25 23:15:00
7209,U_6869729,C_course-v1:TsinghuaX+10610224X+sp,2017-06-05 10:12:00
7212,U_6649528,C_course-v1:TsinghuaX+30240243X+sp,2017-06-01 10:36:00
7220,U_6649528,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-02-08 17:53:00
7221,U_6649528,C_course-v1:TsinghuaX+20250103X+sp,2017-05-29 11:47:00
7222,U_6649528,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-02-08 17:52:00
7223,U_6649528,C_course-v1:MITx+6_00_1x+sp,2017-02-08 17:56:00
7228,U_35428,C_course-v1:TsinghuaX+80611322X+sp,2017-06-07 19:34:00
7246,U_2200997,C_course-v1:TsinghuaX+20430064X+sp,2017-02-24 19:07:00
7297,U_6678738,C_course-v1:AdelaideX+Wine101x+sp,2017-05-05 12:40:00
7319,U_343016,C_course-v1:UQx+Think101x+sp,2017-01-11 12:41:00
7419,U_1091739,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-01-04 16:17:00
7467,U_5776070,C_course-v1:JXUST+JXUST2016001+2016_T2,2017-02-20 17:35:00
7469,U_3185516,C_course-v1:TsinghuaX+80590952X+sp,2017-02-12 10:02:00
7512,U_66152,C_course-v1:TsinghuaX+30240184_2X+sp,2017-02-19 23:16:00
7517,U_7059613,C_course-v1:MITx+6_00_1x+sp,2017-05-26 15:11:00
7528,U_2533702,C_course-v1:TsinghuaX+30240243X+sp,2017-05-18 21:28:00
7531,U_3642307,C_course-v1:TsinghuaX+00740123_X+sp,2017-01-26 16:53:00
7532,U_3642307,C_course-v1:MITx+6_00_1x+sp,2017-01-11 14:02:00
7536,U_2780715,C_course-v1:TsinghuaX+Thesis2016X+sp,2017-02-21 11:25:00
7571,U_6728291,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-01 12:24:00
7598,U_2092318,C_course-v1:MITx+6_00_1x+sp,2017-04-16 08:32:00
7625,U_477929,C_course-v1:MITx+6_00_1x+sp,2017-01-04 00:43:00
7627,U_3055573,C_course-v1:TsinghuaX+81020142X+sp,2017-05-31 23:59:00
7642,U_6661279,C_course-v1:TsinghuaX+00691153X+sp,2017-02-12 18:06:00
7660,U_6988092,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-04-27 00:33:00
7690,U_220400,C_course-v1:TsinghuaX+20350033X+sp,2017-05-07 18:48:00
7704,U_413109,C_course-v1:MITx+15_390_2x+sp,2017-03-16 10:05:00
7710,U_413108,C_course-v1:NJU+C1026+2016_T2,2017-03-10 18:17:00
7711,U_413108,C_course-v1:TsinghuaX+30240243X+sp,2017-03-10 18:15:00
7713,U_413108,C_course-v1:MITx+6_00_1x+sp,2017-03-30 13:41:00
7737,U_6813625,C_course-v1:TsinghuaX+81020142X+sp,2017-06-07 23:00:00
7738,U_6813625,C_course-v1:HUBU+HU08002X+sp,2017-03-31 20:34:00
7800,U_6158198,C_course-v1:TsinghuaX+30240184+sp,2017-02-11 15:57:00
7806,U_6158197,C_course-v1:TsinghuaX+2070071X+2017_T1,2017-05-04 10:01:00
7816,U_6158197,C_course-v1:TsinghuaX+30150303X+sp,2017-03-24 08:45:00
7824,U_757483,C_course-v1:TsinghuaX+34100325_X+sp,2017-01-04 12:26:00
7827,U_1921112,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-03-08 14:13:00
7828,U_1921112,C_course-v1:TsinghuaX+00310222X+sp,2017-03-09 11:15:00
7836,U_6831625,C_course-v1:NJU+C1026+2016_T2,2017-03-30 07:09:00
7871,U_138815,C_course-v1:TsinghuaX+30700313X+sp,2017-06-03 10:23:00
7874,U_138815,C_course-v1:TsinghuaX+34000888X+sp,2017-06-07 10:16:00
7898,U_1345111,C_course-v1:Tsinghua+20150001+sp,2017-04-09 15:35:00
7920,U_624140,C_course-v1:HIT+HIT2016001+sp,2017-03-20 09:02:00
7923,U_242413,C_course-v1:MITx+6_00_1x+sp,2017-01-24 20:31:00
7925,U_242413,C_course-v1:TsinghuaX+00701032X+sp,2017-03-24 18:45:00
7957,U_3198415,C_course-v1:MITx+6_00_1x+sp,2017-01-18 22:21:00
8069,U_254742,C_course-v1:NJU+C1026+2016_T2,2017-01-06 06:07:00
8096,U_523238,C_course-v1:TsinghuaX+81020142X+sp,2017-06-05 18:38:00
8100,U_6324549,C_course-v1:TsinghuaX+20440333X+sp,2017-05-29 15:20:00
8131,U_643554,C_course-v1:TsinghuaX+34100325_X+sp,2017-04-26 18:54:00
8132,U_6675266,C_course-v1:UQx+BIOIMG101x+sp,2017-06-07 15:26:00
8133,U_6675266,C_course-v1:TsinghuaX+30320174X+sp,2017-06-01 16:40:00
8136,U_382688,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-03-30 00:09:00
8173,U_218422,C_course-v1:UST+UST001+sp,2017-02-16 23:18:00
8175,U_218422,C_course-v1:TsinghuaX+70612463X+sp,2017-06-06 17:52:00
8180,U_6992827,C_course-v1:TsinghuaX+00690212X+sp,2017-05-18 23:11:00
8205,U_2986514,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-19 12:20:00
8206,U_2986514,C_course-v1:TsinghuaX+20440333X+sp,2017-03-01 22:14:00
8216,U_6287223,C_course-v1:TsinghuaX+30240184+sp,2017-01-02 23:46:00
8217,U_6287223,C_course-v1:TsinghuaX+00740123_X+sp,2017-03-22 21:46:00
8265,U_1580694,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-01-04 15:37:00
8267,U_1580694,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-01-03 20:08:00
8269,U_1580694,C_course-v1:TsinghuaX+80590952X+sp,2017-02-07 11:18:00
8273,U_1580694,C_course-v1:TsinghuaX+0350161X_2015_T2+sp,2017-02-07 11:18:00
8280,U_1580694,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-02-08 11:44:00
8385,U_6662411,C_course-v1:TsinghuaX+00690242+sp,2017-02-13 23:47:00
8386,U_6662411,C_course-v1:TsinghuaX+30240243X+sp,2017-02-15 02:30:00
8394,U_137364,C_course-v1:TsinghuaX+60240202X+sp,2017-04-18 21:38:00
8395,U_137364,C_course-v1:UC_BerkeleyX+CS_184_1x+sp,2017-04-18 21:09:00
8419,U_6998427,C_course-v1:TsinghuaX+70612463X+sp,2017-06-06 11:35:00
8420,U_6998427,C_course-v1:NBCC+NBCC000201+_sp,2017-05-23 12:24:00
8424,U_6409691,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-04-02 09:08:00
8450,U_4441297,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-02-01 15:15:00
8466,U_195879,C_course-v1:JXUST+JXUST2016001+2016_T2,2017-04-03 07:18:00
8468,U_195879,C_course-v1:UQx+Think101x+sp,2017-04-02 21:40:00
8469,U_195879,C_course-v1:NBCC+NBCC000201+_sp,2017-06-06 12:24:00
8473,U_245762,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-05-11 00:02:00
8546,U_6697089,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-02-22 09:47:00
8548,U_6697089,C_course-v1:TsinghuaX+0350161X_2015_T2+sp,2017-03-03 12:43:00
8549,U_6697089,C_course-v1:TsinghuaX+20350033X+sp,2017-02-22 09:48:00
8681,U_31138,C_course-v1:MicrosoftX+Microsoft101+sp,2017-04-17 09:05:00
8683,U_31138,C_course-v1:TsinghuaX+30240184+sp,2017-04-17 09:03:00
8695,U_7024386,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-05-09 22:09:00
8700,U_1912507,C_course-v1:TsinghuaX+81020142X+sp,2017-04-13 22:04:00
8702,U_1912507,C_course-v1:MITx+6_00_1x+sp,2017-04-13 22:01:00
8704,U_1912507,C_course-v1:TsinghuaX+30260112X+sp,2017-01-16 22:17:00
8718,U_7041575,C_course-v1:TsinghuaX+81020142X+sp,2017-05-24 11:11:00
8723,U_1432274,C_course-v1:TsinghuaX+30240184+sp,2017-01-05 16:17:00
8726,U_7005051,C_course-v1:TsinghuaX+00701032X+sp,2017-05-05 21:48:00
8729,U_7005051,C_course-v1:TsinghuaX+70660542X+2015_T2,2017-05-22 16:42:00
8786,U_1999801,C_course-v1:MITx+15_390_2x+sp,2017-02-22 14:47:00
8805,U_6693265,C_course-v1:TsinghuaX+30240184+sp,2017-02-21 15:19:00
8856,U_117904,C_course-v1:TsinghuaX+00690212X+sp,2017-02-06 20:06:00
8900,U_2313171,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-04-24 21:28:00
8955,U_1523336,C_course-v1:TsinghuaX+40050455X+sp,2017-02-26 22:56:00
8956,U_1523336,C_course-v1:TsinghuaX+40050455_2X+sp,2017-02-26 22:56:00
8957,U_1523336,C_course-v1:TsinghuaX+40050444X+sp,2017-02-26 22:55:00
8959,U_1230588,C_course-v1:TsinghuaX+20430064X+sp,2017-01-10 14:10:00
8967,U_6600035,C_course-v1:MITx+6_00_1x+sp,2017-01-22 16:04:00
8969,U_6600035,C_course-v1:UST+UST001+sp,2017-01-22 16:08:00
8971,U_6600035,C_course-v1:TsinghuaX+Thesis2016X+sp,2017-01-30 19:53:00
9016,U_6993550,C_course-v1:TsinghuaX+60240202X+sp,2017-05-01 08:44:00
9017,U_6993550,C_course-v1:UST+UST001+sp,2017-04-30 13:57:00
9018,U_6993550,C_course-v1:TsinghuaX+30240184+sp,2017-04-30 13:57:00
9019,U_6993550,C_course-v1:TsinghuaX+34100325_X+sp,2017-04-28 23:16:00
9020,U_6993550,C_course-v1:TsinghuaX+30240243X+sp,2017-04-28 12:17:00
9021,U_6993550,C_course-v1:TsinghuaX+30240184_2X+sp,2017-04-30 13:59:00
9023,U_6993554,C_course-v1:TsinghuaX+20120143X+sp,2017-05-12 19:35:00
9024,U_6993554,C_course-v1:TsinghuaX+30040323X+sp,2017-04-29 13:30:00
9025,U_6993554,C_course-v1:TsinghuaX+80590952X+sp,2017-04-29 15:26:00
9045,U_6767491,C_course-v1:TsinghuaX+00040132X+sp,2017-05-23 15:52:00
9051,U_5156911,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-02-06 15:45:00
9052,U_5156911,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-16 23:54:00
9061,U_208654,C_course-v1:TsinghuaX+00310222X+sp,2017-01-17 11:00:00
9067,U_5252276,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-04-29 17:41:00
9068,U_5252276,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-04-29 17:41:00
9072,U_5252276,C_course-v1:MITx+6_00_1x+sp,2017-06-04 16:50:00
9080,U_6950661,C_course-v1:TsinghuaX+00740123_X+sp,2017-04-18 09:35:00
9082,U_6950664,C_course-v1:TsinghuaX+30240184+sp,2017-04-25 08:06:00
9083,U_6950664,C_course-v1:TsinghuaX+34100325_X+sp,2017-04-18 10:26:00
9084,U_6950664,C_course-v1:TsinghuaX+30240184_2X+sp,2017-04-25 08:06:00
9104,U_3293921,C_course-v1:TsinghuaX+20350033X+sp,2017-04-19 18:29:00
9114,U_6922182,C_course-v1:TsinghuaX+34100325_X+sp,2017-04-18 15:25:00
9115,U_6922182,C_course-v1:MITx+6_00_1x+sp,2017-04-17 13:53:00
9178,U_31869,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-28 14:05:00
9179,U_31869,C_course-v1:BIT+PHY1701702+sp,2017-04-10 01:01:00
9250,U_6076782,C_course-v1:TsinghuaX+30240184+sp,2017-01-19 23:27:00
9263,U_6932678,C_course-v1:TsinghuaX+20440333X+sp,2017-04-11 17:18:00
9264,U_6932678,C_course-v1:TsinghuaX+20120143X+sp,2017-05-03 15:22:00
9277,U_554164,C_course-v1:MITx+6_00_1x+sp,2017-04-29 11:36:00
9280,U_554164,C_course-v1:UQx+Think101x+sp,2017-04-29 11:38:00
9294,U_1452475,C_course-v1:UST+UST001+sp,2017-04-04 13:19:00
9297,U_1452475,C_course-v1:TsinghuaX+30240243X+sp,2017-03-29 12:48:00
9327,U_2022449,C_course-v1:UQx+Think101x+sp,2017-06-06 11:49:00
9337,U_1556110,C_course-v1:TsinghuaX+30240184_2X+sp,2017-01-18 11:50:00
9344,U_1556110,C_course-v1:MITx+6_00_1x+sp,2017-02-20 16:29:00
9395,U_7067079,C_course-v1:TsinghuaX+20120143X+sp,2017-05-30 21:42:00
9400,U_2668296,C_course-v1:MITx+6_00_1x+sp,2017-05-12 16:21:00
9407,U_389289,C_course-v1:TsinghuaX+30240243X+sp,2017-03-27 22:31:00
9434,U_6956750,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-04-19 11:47:00
9435,U_6956750,C_course-v1:TsinghuaX+30240243X+sp,2017-04-22 11:28:00
9437,U_6956750,C_course-v1:TsinghuaX+70150023X+sp,2017-04-22 10:10:00
9438,U_6956750,C_course-v1:TsinghuaX+30040323X+sp,2017-04-22 10:11:00
9439,U_6956750,C_course-v1:TsinghuaX+70120073X+sp,2017-04-19 12:27:00
9460,U_252554,C_course-v1:AdelaideX+Wine101x+sp,2017-05-31 20:45:00
9487,U_120916,C_course-v1:TsinghuaX+20430064X+sp,2017-02-08 22:51:00
